,vin,visitas,year_modelo,ultimo_kilometraje,num_servicios,num_rep_llantas,num_rep_frenos,num_rep_amortiguadores,num_rep_transmision
29809,MALB24BC1MM064710,1,2021,12895,1,0,0,0,0
29810,MALB24BC1MM064853,1,2021,6798,1,0,0,0,0
29811,MALB24BC1MM064884,2,2021,12341,7,3,0,0,0
29812,MALB24BC1MM064898,3,2021,22282,0,0,0,0,0
29813,MALB24BC1MM064903,3,2021,78833,3,0,0,0,0
29814,MALB24BC1MM065078,5,2021,6158,6,3,0,0,0
29815,MALB24BC1MM065095,6,2021,39327,2,0,0,0,0
29816,MALB24BC1MM065114,1,2021,18752,1,0,0,0,0
29817,MALB24BC1MM065145,7,2021,6362,5,0,0,0,0
29818,MALB24BC1MM065212,1,2021,19966,1,0,0,0,0
29819,MALB24BC1MM065226,1,2021,11833,8,0,0,0,0
29820,MALB24BC1MM065260,1,2021,12987,1,0,0,0,0
29821,MALB24BC1MM065484,2,2021,20009,3,0,0,0,0
29822,MALB24BC1MM065498,18,2021,91443,17,0,0,0,0
29823,MALB24BC1MM065503,3,2021,8754,3,0,0,0,0
29824,MALB24BC1MM065517,3,2021,34718,3,0,0,0,0
29825,MALB24BC1MM065727,7,2021,70991,11,0,0,0,0
29826,MALB24BC1MM065971,7,2021,9588,10,1,0,0,0
29827,MALB24BC1MM065985,4,2021,57,2,0,0,0,0
29828,MALB24BC1MM066229,4,2021,5819,5,0,0,0,0
29829,MALB24BC1MM066232,3,2021,49458,3,0,0,0,0
29830,MALB24BC1MM066246,5,2021,5265,5,0,0,0,0
29831,MALB24BC1MM067915,3,2021,9860,3,0,0,0,0
29832,MALB24BC1MM067932,3,2021,5834,3,0,0,0,0
29833,MALB24BC1MM068062,4,2021,9718,11,4,0,0,0
29834,MALB24BC1MM069700,3,2021,25438,3,0,0,0,0
29835,MALB24BC1MM069714,5,2021,8126,5,0,0,0,0
29836,MALB24BC1MM069728,1,2021,6897,14,6,3,0,0
29837,MALB24BC1MM069843,1,2021,46317,1,0,0,0,0
29838,MALB24BC1MM069857,2,2021,19660,2,0,0,0,0
29839,MALB24BC1MM069874,1,2021,11839,1,0,0,0,0
29840,MALB24BC1MM070023,2,2021,9648,4,0,0,0,0
29841,MALB24BC1MM070037,4,2021,45413,4,0,0,0,0
29842,MALB24BC1MM070040,5,2021,23699,5,2,0,0,0
29843,MALB24BC1NM069634,3,2022,31197,4,0,0,0,0
29844,MALB24BC1NM069729,1,2022,13972,1,0,0,0,0
29845,MALB24BC1NM069732,3,2022,29418,1,0,0,0,0
29846,MALB24BC1NM069746,4,2022,31280,3,0,0,0,0
29847,MALB24BC1NM069763,4,2022,9881,4,0,0,0,0
29848,MALB24BC1NM069794,1,2022,27284,1,0,1,0,0
29849,MALB24BC1NM069813,2,2022,9541,2,0,0,0,0
29850,MALB24BC1NM070198,4,2022,7675,5,0,0,0,0
29851,MALB24BC1NM070203,3,2022,6713,1,0,0,0,0
29852,MALB24BC1NM070217,5,2022,4866,1,0,0,0,0
29853,MALB24BC1NM070248,1,2022,5,0,0,0,0,0
29854,MALB24BC1NM070251,3,2022,8573,2,0,0,0,0
29855,MALB24BC1NM070346,3,2022,49411,3,0,0,0,0
29856,MALB24BC1NM070377,3,2022,9855,2,1,0,0,0
29857,MALB24BC1NM070394,3,2022,5380,9,3,0,0,0
29858,MALB24BC1NM070427,3,2022,41427,3,0,0,0,0
29859,MALB24BC1NM070430,3,2022,5863,2,0,0,0,0
29860,MALB24BC1NM070444,6,2022,9869,6,0,0,0,0
29861,MALB24BC1NM070458,4,2022,52031,4,0,0,0,0
29862,MALB24BC1NM070461,1,2022,8074,1,0,0,0,0
29863,MALB24BC1NM070847,3,2022,966,3,0,0,0,0
29864,MALB24BC1NM071626,4,2022,35730,4,0,0,0,0
29865,MALB24BC1NM071643,2,2022,5,0,0,0,0,0
29866,MALB24BC1NM071688,1,2022,11279,1,0,0,0,0
29867,MALB24BC1NM071691,1,2022,12731,2,0,0,0,0
29868,MALB24BC1NM071707,7,2022,6,9,0,0,0,0
29869,MALB24BC1NM071710,6,2022,8929,5,0,0,0,0
29870,MALB24BC1NM071724,2,2022,2326,2,0,0,0,0
29871,MALB24BC1NM071741,2,2022,7454,2,0,0,0,0
29872,MALB24BC1NM071755,3,2022,34253,4,0,0,0,0
29873,MALB24BC1NM071769,2,2022,9963,2,0,0,0,0
29874,MALB24BC1NM075174,2,2022,21510,8,0,0,0,0
29875,MALB24BC1NM075188,6,2022,8649,7,0,0,0,0
29876,MALB24BC1NM075191,4,2022,2912,2,0,0,0,0
29877,MALB24BC1NM075207,3,2022,9971,2,0,0,0,0
29878,MALB24BC1NM075305,6,2022,54575,7,0,0,0,0
29879,MALB24BC1NM075319,5,2022,6233,7,0,0,0,0
29880,MALB24BC1NM075322,6,2022,61322,8,0,0,0,0
29881,MALB24BC1NM075353,4,2022,9287,13,5,1,0,0
29882,MALB24BC1NM075367,1,2022,9784,1,0,0,0,0
29883,MALB24BC1NM075403,5,2022,73317,9,0,2,0,0
29884,MALB24BC1NM075417,1,2022,4629,2,0,0,0,0
29885,MALB24BC1NM075420,4,2022,9113,3,0,0,0,0
29886,MALB24BC1NM075434,8,2022,63507,6,0,0,0,0
29887,MALB24BC1NM075448,4,2022,52106,3,0,0,0,0
29888,MALB24BC1NM075451,2,2022,27975,2,0,0,0,0
29889,MALB24BC1NM075465,6,2022,9712,10,0,0,0,0
29890,MALB24BC1NM075496,4,2022,4381,6,0,0,0,0
29891,MALB24BC1NM075689,3,2022,55444,3,0,0,0,0
29892,MALB24BC1NM075692,1,2022,47868,3,0,0,0,0
29893,MALB24BC1NM075708,10,2022,49285,5,0,0,0,0
29894,MALB24BC1NM075725,4,2022,28700,3,0,0,0,0
29895,MALB24BC1NM075773,3,2022,9711,7,3,0,0,0
29896,MALB24BC1NM075787,4,2022,6722,1,0,0,0,0
29897,MALB24BC1NM075790,2,2022,9823,2,0,0,0,0
29898,MALB24BC1NM075806,3,2022,5346,3,0,0,0,0
29899,MALB24BC1NM075823,5,2022,5350,20,0,0,0,0
29900,MALB24BC1NM076227,7,2022,80459,5,0,2,0,0
29901,MALB24BC1NM076244,3,2022,6592,3,0,0,0,0
29902,MALB24BC1NM076258,5,2022,7779,5,0,0,0,0
29903,MALB24BC1NM076261,4,2022,7491,3,0,0,0,0
29904,MALB24BC1NM076275,4,2022,9590,4,0,0,0,0
29905,MALB24BC1NM076289,6,2022,5823,3,0,0,0,0
29906,MALB24BC1NM076292,3,2022,44772,2,0,2,0,0
29907,MALB24BC1NM076387,5,2022,4664,5,0,0,0,0
29908,MALB24BC1NM076597,3,2022,9190,5,0,0,0,0
29909,MALB24BC1NM076602,4,2022,5764,4,0,0,0,0
29910,MALB24BC1NM076678,1,2022,4442,4,0,0,0,0
29911,MALB24BC1NM076695,5,2022,9844,3,0,0,0,0
29912,MALB24BC1NM076714,4,2022,40993,8,0,0,0,0
29913,MALB24BC1NM076728,2,2022,21377,2,0,0,0,0
29914,MALB24BC1NM076731,1,2022,10075,1,0,0,0,0
29915,MALB24BC1NM076745,4,2022,30915,3,0,0,0,0
29916,MALB24BC1NM076938,3,2022,50632,4,0,0,0,0
29917,MALB24BC1NM077457,3,2022,9612,5,0,0,0,0
29918,MALB24BC1NM077507,1,2022,10182,1,0,0,0,0
29919,MALB24BC1NM077510,4,2022,8564,3,0,0,0,0
29920,MALB24BC1NM077684,2,2022,24442,2,0,0,0,0
29921,MALB24BC1NM077698,6,2022,70731,14,0,0,0,0
29922,MALB24BC1NM077720,5,2022,9109,4,0,0,0,0
29923,MALB24BC1NM077734,3,2022,7501,3,0,0,0,0
29924,MALB24BC1NM077748,1,2022,9989,2,0,0,0,0
29925,MALB24BC1NM077751,2,2022,6037,8,2,0,0,0
29926,MALB24BC1NM077829,3,2022,6128,3,0,0,0,0
29927,MALB24BC1NM077832,10,2022,9861,8,0,0,0,0
29928,MALB24BC1NM077880,4,2022,7582,4,0,2,0,0
29929,MALB24BC1NM077913,4,2022,8047,6,0,0,0,0
29930,MALB24BC1NM077927,2,2022,21351,5,1,0,0,0
29931,MALB24BC1NM079161,12,2022,90188,18,0,4,0,0
29932,MALB24BC1NM079175,8,2022,81201,8,0,0,0,0
29933,MALB24BC1NM079189,4,2022,6455,2,2,0,0,0
29934,MALB24BC1NM079208,3,2022,6021,3,0,0,0,0
29935,MALB24BC1NM079211,2,2022,5017,2,0,0,0,0
29936,MALB24BC1NM079547,4,2022,25002,9,0,0,0,0
29937,MALB24BC1NM079550,3,2022,6228,7,2,0,0,0
29938,MALB24BC1NM079676,1,2022,25017,3,1,0,0,0
29939,MALB24BC1NM079693,3,2022,84634,4,0,3,0,0
29940,MALB24BC1NM079709,6,2022,57097,5,1,0,0,0
29941,MALB24BC1NM079712,2,2022,41544,2,0,0,0,0
29942,MALB24BC1NM079726,4,2022,50738,4,0,0,0,0
29943,MALB24BC1NM079743,2,2022,3220,6,2,0,0,0
29944,MALB24BC1NM079807,5,2022,9716,4,0,0,0,0
29945,MALB24BC1NM079838,1,2022,6016,2,1,0,0,0
29946,MALB24BC1NM079841,3,2022,41389,9,0,0,0,0
29947,MALB24BC1NM079886,3,2022,9956,3,0,0,0,0
29948,MALB24BC1NM079905,9,2022,82871,27,9,0,0,0
29949,MALB24BC1NM079919,1,2022,10978,2,0,0,0,0
29950,MALB24BC1NM079922,2,2022,7253,2,0,0,0,0
29951,MALB24BC1NM080102,1,2022,9901,1,0,0,0,0
29952,MALB24BC1NM080133,7,2022,9830,7,0,0,0,0
29953,MALB24BC1NM080147,6,2022,8476,6,0,0,0,0
29954,MALB24BC1NM080164,5,2022,6194,6,0,0,0,0
29955,MALB24BC1NM080178,2,2022,17571,5,0,0,0,0
29956,MALB24BC1NM080181,2,2022,52283,1,0,0,0,0
29957,MALB24BC1NM080214,1,2022,64470,1,0,0,0,0
29958,MALB24BC1NM080228,2,2022,28090,1,0,0,0,0
29959,MALB24BC1NM080231,3,2022,9729,2,0,0,0,0
29960,MALB24BC1NM080245,1,2022,3642,0,0,0,0,0
29961,MALB24BC1NM080262,5,2022,8609,4,0,0,0,0
29962,MALB24BC1NM080276,4,2022,7146,3,0,0,0,0
29963,MALB24BC1NM080388,5,2022,52379,7,0,0,0,0
29964,MALB24BC1NM080407,1,2022,21289,2,0,0,0,0
29965,MALB24BC1NM080410,6,2022,9874,3,0,0,0,0
29966,MALB24BC1NM080424,2,2022,6444,2,0,0,0,0
29967,MALB24BC1NM080441,2,2022,4232,1,0,0,0,0
29968,MALB24BC1NM080455,1,2022,82199,1,0,0,0,0
29969,MALB24BC1NM080598,2,2022,40771,3,0,0,0,0
29970,MALB24BC1NM080617,4,2022,87346,5,0,0,0,0
29971,MALB24BC1NM080777,4,2022,34730,4,0,1,0,0
29972,MALB24BC1NM080780,3,2022,6122,4,0,0,0,0
29973,MALB24BC1NM080794,2,2022,33180,5,0,0,0,0
29974,MALB24BC1NM082996,1,2022,31646,2,1,0,0,0
29975,MALB24BC1NM083002,3,2022,9421,10,3,0,0,0
29976,MALB24BC1NM083016,2,2022,8551,2,0,0,0,0
29977,MALB24BC1NM083033,8,2022,94983,8,0,0,0,0
29978,MALB24BC1NM083047,2,2022,42158,3,0,0,0,0
29979,MALB24BC1NM083050,8,2022,91862,34,0,0,0,0
29980,MALB24BC1NM083064,1,2022,15071,2,1,0,0,0
29981,MALB24BC1NM083078,2,2022,7382,2,0,0,0,0
29982,MALB24BC1NM083128,1,2022,15221,1,0,0,0,0
29983,MALB24BC1NM083131,1,2022,17396,1,0,0,0,0
29984,MALB24BC1NM083159,2,2022,5175,2,0,0,0,0
29985,MALB24BC1NM083176,2,2022,9676,4,0,0,0,0
29986,MALB24BC1NM083453,3,2022,4264,3,0,0,0,0
29987,MALB24BC1NM083467,4,2022,5,1,0,0,0,0
29988,MALB24BC1NM083520,4,2022,39527,4,0,0,0,0
29989,MALB24BC1NM083534,4,2022,5731,4,0,0,0,0
29990,MALB24BC1NM083548,1,2022,5,0,0,0,0,0
29991,MALB24BC1NM083551,4,2022,31636,4,0,0,0,0
29992,MALB24BC1NM083565,1,2022,11076,1,0,0,0,0
29993,MALB24BC1NM083579,3,2022,28977,3,0,0,0,0
29994,MALB24BC1NM083582,3,2022,8577,3,0,0,0,0
29995,MALB24BC1NM083596,2,2022,6,2,0,0,0,0
29996,MALB24BC1NM083601,5,2022,51098,5,0,0,0,0
29997,MALB24BC1NM083615,2,2022,29478,2,0,0,0,0
29998,MALB24BC1NM083629,1,2022,28932,0,0,0,0,0
29999,MALB24BC1NM083646,4,2022,41021,4,0,0,0,0
30000,MALB24BC1NM083663,4,2022,6638,7,2,0,0,0
30001,MALB24BC1NM083677,4,2022,39951,4,0,0,0,0
30002,MALB24BC1NM083713,7,2022,79368,7,0,0,0,0
30003,MALB24BC1NM083758,4,2022,8395,3,0,0,0,0
30004,MALB24BC1NM083761,6,2022,9995,2,0,0,0,0
30005,MALB24BC1NM083775,6,2022,9670,6,1,0,0,0
30006,MALB24BC1NM083789,3,2022,89363,3,0,0,0,0
30007,MALB24BC1NM083792,3,2022,9378,5,0,0,0,0
30008,MALB24BC1NM083808,2,2022,7485,4,0,0,0,0
30009,MALB24BC1NM083811,3,2022,31052,14,0,0,0,0
30010,MALB24BC1NM083839,7,2022,80692,7,0,0,0,0
30011,MALB24BC1NM083873,5,2022,43579,3,0,0,0,0
30012,MALB24BC1NM083890,2,2022,32225,7,0,0,0,0
30013,MALB24BC1NM083906,3,2022,28620,4,0,0,0,0
30014,MALB24BC1NM083923,3,2022,27884,3,0,0,0,0
30015,MALB24BC1NM083937,1,2022,18486,1,0,0,0,0
30016,MALB24BC1NM084053,5,2022,62518,7,0,0,0,0
30017,MALB24BC1NM084165,2,2022,30397,3,1,0,0,0
30018,MALB24BC1NM084179,5,2022,6815,14,4,0,0,0
30019,MALB24BC1NM084649,4,2022,44188,8,0,0,0,0
30020,MALB24BC1NM087728,3,2022,29889,3,0,0,0,0
30021,MALB24BC1NM087731,3,2022,25189,2,0,0,0,0
30022,MALB24BC1NM087809,3,2022,4926,2,0,0,0,0
30023,MALB24BC1NM087826,2,2022,7846,2,0,0,0,0
30024,MALB24BC1NM088667,4,2022,5741,4,0,0,0,0
30025,MALB24BC1NM088684,1,2022,9960,2,0,0,0,0
30026,MALB24BC1NM088698,3,2022,41904,2,0,0,0,0
30027,MALB24BC1NM088717,3,2022,38049,2,0,0,0,0
30028,MALB24BC1NM088720,5,2022,77115,14,5,0,0,0
30029,MALB24BC1NM088734,1,2022,24128,1,0,0,0,0
30030,MALB24BC1NM088751,6,2022,97916,5,2,0,0,0
30031,MALB24BC1NM088779,4,2022,70887,13,0,0,0,0
30032,MALB24BC1NM088782,4,2022,6,4,0,0,0,0
30033,MALB24BC1NM088796,1,2022,17267,6,0,0,0,0
30034,MALB24BC1NM088801,4,2022,4293,4,0,0,0,0
30035,MALB24BC1NM088894,4,2022,6762,6,0,0,0,0
30036,MALB24BC1NM088913,2,2022,53480,4,0,0,0,0
30037,MALB24BC1NM088958,2,2022,8629,1,0,0,0,0
30038,MALB24BC1NM088975,2,2022,4683,2,0,0,0,0
30039,MALB24BC1NM088989,12,2022,9347,11,0,0,0,0
30040,MALB24BC1NM088992,1,2022,62391,1,0,0,0,0
30041,MALB24BC1NM089009,2,2022,9805,4,0,0,0,0
30042,MALB24BC1NM089012,4,2022,40100,5,0,0,0,0
30043,MALB24BC1NM089107,3,2022,7815,2,0,0,0,0
30044,MALB24BC1NM089124,4,2022,9585,5,0,0,0,0
30045,MALB24BC1NM089138,6,2022,60656,6,0,0,0,0
30046,MALB24BC1NM089141,6,2022,49852,6,0,0,0,0
30047,MALB24BC1NM089155,1,2022,12311,1,0,0,0,0
30048,MALB24BC1NM089169,2,2022,9234,4,2,0,0,0
30049,MALB24BC1NM089172,4,2022,8963,2,0,0,0,0
30050,MALB24BC1NM089253,4,2022,50016,10,4,0,0,0
30051,MALB24BC1NM089415,4,2022,5,2,0,0,0,0
30052,MALB24BC1NM089429,3,2022,43828,3,1,0,0,0
30053,MALB24BC1NM089463,7,2022,60292,7,0,0,0,0
30054,MALB24BC1NM089589,4,2022,42604,10,0,0,0,0
30055,MALB24BC1NM090127,4,2022,40074,5,0,0,0,0
30056,MALB24BC1NM090144,3,2022,6254,3,0,0,0,0
30057,MALB24BC1NM090273,4,2022,24634,6,0,0,0,0
30058,MALB24BC1NM090385,4,2022,5,6,0,0,0,0
30059,MALB24BC1NM090533,6,2022,6449,13,4,0,0,0
30060,MALB24BC1NM090550,3,2022,9739,0,0,0,0,0
30061,MALB24BC1NM090578,8,2022,93033,8,0,0,0,0
30062,MALB24BC1NM090757,4,2022,6073,1,0,0,0,0
30063,MALB24BC1NM090760,1,2022,8799,1,0,0,0,0
30064,MALB24BC1NM090774,6,2022,72131,9,0,0,0,0
30065,MALB24BC1NM090807,2,2022,22905,4,0,0,0,0
30066,MALB24BC1NM090824,7,2022,9548,6,0,0,0,0
30067,MALB24BC1NM090838,4,2022,5966,5,0,0,0,0
30068,MALB24BC1NM090841,3,2022,41399,3,0,0,0,0
30069,MALB24BC1NM090855,2,2022,30709,4,0,0,0,0
30070,MALB24BC1NM090886,3,2022,7725,3,0,0,0,0
30071,MALB24BC1NM090984,1,2022,25815,1,0,0,0,0
30072,MALB24BC1NM091004,4,2022,49187,4,0,0,0,0
30073,MALB24BC1NM091018,5,2022,52510,5,0,0,0,0
30074,MALB24BC1NM091021,1,2022,14318,3,0,0,0,0
30075,MALB24BC1NM091035,1,2022,7578,4,1,0,0,0
30076,MALB24BC1NM092170,3,2022,8112,2,0,0,0,0
30077,MALB24BC1NM092248,3,2022,41152,2,0,0,0,0
30078,MALB24BC1NM092251,3,2022,8903,3,0,0,0,0
30079,MALB24BC1NM092265,4,2022,9427,4,0,0,0,0
30080,MALB24BC1NM092296,2,2022,26207,2,0,0,0,0
30081,MALB24BC1NM092301,2,2022,5405,5,0,0,0,0
30082,MALB24BC1NM092315,1,2022,9110,1,0,0,0,0
30083,MALB24BC1NM092377,3,2022,30736,6,0,0,0,0
30084,MALB24BC1NM092394,1,2022,39960,1,0,0,0,0
30085,MALB24BC1NM092413,4,2022,8480,4,0,0,0,0
30086,MALB24BC1NM092427,5,2022,9612,7,0,0,0,0
30087,MALB24BC1NM092430,7,2022,82014,14,0,0,0,0
30088,MALB24BC1NM092556,9,2022,80487,16,0,2,0,0
30089,MALB24BC1NM092718,6,2022,64501,8,0,0,0,0
30090,MALB24BC1NM092783,4,2022,9554,4,0,0,0,0
30091,MALB24BC1NM092976,4,2022,47509,5,0,0,0,0
30092,MALB24BC1NM092993,1,2022,42898,0,0,0,0,0
30093,MALB24BC1NM093013,3,2022,24360,3,0,0,0,0
30094,MALB24BC1NM093237,3,2022,7278,3,0,0,0,0
30095,MALB24BC1NM093240,1,2022,29984,0,0,0,0,0
30096,MALB24BC1NM093254,3,2022,6565,10,3,0,0,0
30097,MALB24BC1NM093271,1,2022,9134,1,0,0,0,0
30098,MALB24BC1NM093299,1,2022,12795,1,0,0,0,0
30099,MALB24BC1NM093450,2,2022,6628,6,2,0,0,0
30100,MALB24BC1NM093464,4,2022,9934,11,1,0,0,0
30101,MALB24BC1NM093495,3,2022,31175,3,0,0,0,0
30102,MALB24BC1NM094047,1,2022,4527,1,0,0,0,0
30103,MALB24BC1NM094050,4,2022,53978,4,0,0,0,0
30104,MALB24BC1NM094064,1,2022,9859,1,0,0,0,0
30105,MALB24BC1NM094193,2,2022,5,4,0,0,0,0
30106,MALB24BC1NM096123,4,2022,22028,2,1,0,0,0
30107,MALB24BC1NM096137,4,2022,693,4,0,0,0,0
30108,MALB24BC1NM096199,1,2022,4138,6,0,0,0,0
30109,MALB24BC1NM096204,3,2022,17643,10,0,0,0,0
30110,MALB24BC1NM096252,3,2022,5075,6,0,0,0,0
30111,MALB24BC1NM096347,3,2022,34985,3,0,0,0,0
30112,MALB24BC1NM096350,9,2022,88911,15,0,2,0,0
30113,MALB24BC1NM096364,4,2022,8413,4,0,0,0,0
30114,MALB24BC1NM096381,1,2022,2595,4,1,0,0,0
30115,MALB24BC1NM096395,1,2022,10289,1,0,0,0,0
30116,MALB24BC1NM096400,2,2022,25224,2,0,0,0,0
30117,MALB24BC1NM096414,3,2022,6825,2,0,0,0,0
30118,MALB24BC1NM096431,4,2022,5249,3,1,0,0,0
30119,MALB24BC1NM096445,3,2022,8784,4,0,0,0,0
30120,MALB24BC1NM096459,1,2022,8109,2,0,0,0,0
30121,MALB24BC1NM096462,7,2022,68307,9,0,0,0,0
30122,MALB24BC1NM096512,4,2022,9981,5,0,0,0,0
30123,MALB24BC1NM096557,1,2022,40351,1,0,0,0,0
30124,MALB24BC1NM096560,1,2022,9986,1,0,0,0,0
30125,MALB24BC1NM096588,3,2022,7452,3,0,0,0,0
30126,MALB24BC1NM096669,6,2022,65748,6,0,0,0,0
30127,MALB24BC1NM096672,4,2022,238501,4,0,0,0,0
30128,MALB24BC1NM096686,3,2022,30398,9,0,0,0,0
30129,MALB24BC1NM096753,3,2022,7561,5,0,0,0,0
30130,MALB24BC1NM096798,2,2022,16971,2,0,0,0,0
30131,MALB24BC1NM096803,2,2022,5555,1,0,0,0,0
30132,MALB24BC1NM096994,1,2022,18236,2,0,0,0,0
30133,MALB24BC1NM097000,5,2022,7405,5,0,0,0,0
30134,MALB24BC1NM097014,1,2022,34083,1,0,0,0,0
30135,MALB24BC1NM098471,5,2022,38558,3,0,0,0,0
30136,MALB24BC1NM098485,3,2022,7596,3,0,0,0,0
30137,MALB24BC1NM098549,2,2022,7210,2,0,0,0,0
30138,MALB24BC1NM098552,5,2022,8852,4,0,0,0,0
30139,MALB24BC1NM098566,3,2022,8305,0,0,0,0,0
30140,MALB24BC1NM098583,3,2022,4509,3,0,0,0,0
30141,MALB24BC1NM098597,4,2022,6743,0,0,0,0,0
30142,MALB24BC1NM098602,3,2022,9585,3,0,0,0,0
30143,MALB24BC1NM098616,1,2022,15704,1,0,0,0,0
30144,MALB24BC1NM098714,3,2022,5,3,0,0,0,0
30145,MALB24BC1NM098728,2,2022,14430,2,0,0,0,0
30146,MALB24BC1NM098731,8,2022,50234,5,0,0,0,0
30147,MALB24BC1NM098745,2,2022,7263,4,2,0,0,0
30148,MALB24BC1NM098762,2,2022,13223,1,0,0,0,0
30149,MALB24BC1NM098776,2,2022,4001,2,0,0,0,0
30150,MALB24BC1NM098793,2,2022,7140,4,0,0,0,0
30151,MALB24BC1NM098812,9,2022,79199,21,0,2,0,0
30152,MALB24BC1NM099393,5,2022,49915,10,0,0,0,0
30153,MALB24BC1NM099409,1,2022,25041,1,0,0,0,0
30154,MALB24BC1NM099524,3,2022,50324,11,0,0,0,0
30155,MALB24BC1NM099619,3,2022,45039,4,0,0,0,0
30156,MALB24BC1NM099622,4,2022,9761,3,1,0,0,0
30157,MALB24BC1NM099667,6,2022,9916,6,0,0,0,0
30158,MALB24BC1NM099684,3,2022,6648,3,0,0,0,0
30159,MALB24BC1NM099782,2,2022,33196,2,0,0,0,0
30160,MALB24BC1NM099796,4,2022,9127,5,0,0,0,0
30161,MALB24BC1NM099913,6,2022,71659,8,0,0,0,0
30162,MALB24BC1NM099927,1,2022,10353,1,0,0,0,0
30163,MALB24BC1NM099930,4,2022,9810,7,0,0,0,0
30164,MALB24BC1NM101806,2,2022,20535,0,0,0,0,0
30165,MALB24BC1NM101952,5,2022,60610,7,0,0,0,0
30166,MALB24BC1NM102115,2,2022,4753,2,0,0,0,0
30167,MALB24BC1NM102227,6,2022,61441,6,0,0,0,0
30168,MALB24BC1NM102230,2,2022,21484,3,0,0,0,0
30169,MALB24BC1NM102244,1,2022,6322,2,0,0,0,0
30170,MALB24BC1NM102258,3,2022,7795,3,0,0,0,0
30171,MALB24BC1NM102261,2,2022,46423,5,2,0,0,0
30172,MALB24BC1NM102275,2,2022,58375,5,2,0,0,0
30173,MALB24BC1NM102289,4,2022,60024,5,0,0,0,0
30174,MALB24BC1NM102308,1,2022,20715,3,0,0,0,0
30175,MALB24BC1NM102311,2,2022,5708,2,0,0,0,0
30176,MALB24BC1NM102325,1,2022,11147,2,1,0,0,0
30177,MALB24BC1NM102339,4,2022,7378,4,0,0,0,0
30178,MALB24BC1NM102342,3,2022,7426,4,0,0,0,0
30179,MALB24BC1NM102387,3,2022,9638,6,0,0,0,0
30180,MALB24BC1NM102390,4,2022,6021,5,0,0,0,0
30181,MALB24BC1NM102406,6,2022,85490,9,0,0,0,0
30182,MALB24BC1NM102423,16,2022,95496,12,0,0,0,0
30183,MALB24BC1NM102437,3,2022,30925,3,0,0,0,0
30184,MALB24BC1NM102440,3,2022,38245,3,0,0,0,0
30185,MALB24BC1NM102454,9,2022,81069,8,0,0,0,0
30186,MALB24BC1NM102468,5,2022,70641,6,0,0,0,0
30187,MALB24BC1NM102485,4,2022,76937,6,0,0,0,0
30188,MALB24BC1NM102647,3,2022,9182,2,0,0,0,0
30189,MALB24BC1NM102650,3,2022,6121,5,0,0,0,0
30190,MALB24BC1NM102731,3,2022,7,3,1,0,0,0
30191,MALB24BC1NM102745,2,2022,20657,2,0,0,0,0
30192,MALB24BC1NM102759,3,2022,7869,5,0,0,0,0
30193,MALB24BC1NM102762,2,2022,19954,2,0,0,0,0
30194,MALB24BC1NM102843,2,2022,9603,2,0,0,0,0
30195,MALB24BC1NM102857,7,2022,61263,7,0,0,0,0
30196,MALB24BC1NM102860,7,2022,9980,2,0,0,0,0
30197,MALB24BC1NM102874,4,2022,40850,3,0,0,0,0
30198,MALB24BC1NM102888,1,2022,6,0,0,0,0,0
30199,MALB24BC1NM102891,6,2022,78860,6,0,0,0,0
30200,MALB24BC1NM102910,2,2022,7478,2,0,0,0,0
30201,MALB24BC1NM102924,6,2022,51516,5,0,0,0,0
30202,MALB24BC1NM102938,2,2022,8804,3,0,0,0,0
30203,MALB24BC1NM102955,2,2022,21693,2,0,0,0,0
30204,MALB24BC1NM102986,3,2022,9393,6,0,0,0,0
30205,MALB24BC1NM103006,6,2022,49785,10,0,0,0,0
30206,MALB24BC1NM103118,6,2022,53151,6,0,0,0,0
30207,MALB24BC1NM103121,3,2022,7552,3,0,0,0,0
30208,MALB24BC1NM103149,3,2022,6907,3,0,0,0,0
30209,MALB24BC1NM103278,3,2022,9426,5,0,0,0,0
30210,MALB24BC1NM103281,1,2022,25831,4,1,0,0,0
30211,MALB24BC1NM103295,1,2022,19000,1,0,0,0,0
30212,MALB24BC1NM103314,2,2022,9427,2,0,0,0,0
30213,MALB24BC1NM103393,2,2022,19787,1,0,0,0,0
30214,MALB24BC1NM103409,6,2022,4877,3,1,0,0,0
30215,MALB24BC1NM103412,2,2022,32079,2,0,0,0,0
30216,MALB24BC1NM103426,1,2022,10242,1,0,0,0,0
30217,MALB24BC1NM103443,1,2022,29419,1,0,0,0,0
30218,MALB24BC1NM103457,4,2022,43311,4,0,0,0,0
30219,MALB24BC1NM103460,7,2022,9417,7,0,0,0,0
30220,MALB24BC1NM103605,2,2022,5,1,0,0,0,0
30221,MALB24BC1NM103619,2,2022,7594,2,0,0,0,0
30222,MALB24BC1NM103622,3,2022,49544,10,3,0,0,0
30223,MALB24BC1NM103636,4,2022,8278,4,0,0,0,0
30224,MALB24BC1NM103653,2,2022,5950,4,2,0,0,0
30225,MALB24BC1NM103765,4,2022,59778,4,0,0,0,0
30226,MALB24BC1NM103779,2,2022,9700,2,0,0,0,0
30227,MALB24BC1NM103782,2,2022,8285,2,0,0,0,0
30228,MALB24BC1NM103796,3,2022,9796,3,0,0,0,0
30229,MALB24BC1NM103801,3,2022,60883,3,0,0,0,0
30230,MALB24BC1NM103927,1,2022,6756,4,1,0,0,0
