,vin,visitas,year_modelo,ultimo_kilometraje,num_servicios,num_rep_llantas,num_rep_frenos,num_rep_amortiguadores,num_rep_transmision
0,MALA74BC0FM057165,1,2015,94550,0,0,0,0,0
1,MALA74BC0FM057313,2,2015,130233,0,0,0,0,0
2,MALA74BC0FM057490,1,2015,51921,1,0,2,0,0
3,MALA74BC0FM057506,1,2015,131489,1,0,0,0,0
4,MALA74BC0FM063547,6,2015,66309,25,8,0,0,1
5,MALA74BC0FM063886,1,2015,111031,0,0,0,0,0
6,MALA74BC0FM063905,1,2015,52712,0,0,0,0,0
7,MALA74BC0FM063919,2,2015,62027,5,0,0,0,0
8,MALA74BC0FM063967,1,2015,37983,0,0,0,0,0
9,MALA74BC0FM063970,1,2015,99442,0,0,0,0,0
10,MALA74BC0FM064004,3,2015,26252,5,0,0,0,0
11,MALA74BC0FM066173,1,2015,53124,1,0,0,0,0
12,MALA74BC0FM066187,2,2015,30153,0,0,0,0,0
13,MALA74BC0FM066190,1,2015,32772,12,0,0,0,0
14,MALA74BC0FM066612,1,2015,47479,3,0,0,0,0
15,MALA74BC0FM068456,2,2015,46452,1,0,0,0,0
16,MALA74BC0FM068666,2,2015,37789,2,0,0,0,0
17,MALA74BC0FM068778,3,2015,71030,5,0,0,0,0
18,MALA74BC0FM068781,9,2015,94328,52,21,2,0,2
19,MALA74BC0FM068831,1,2015,68125,1,0,0,0,0
20,MALA74BC0FM068859,1,2015,50655,0,0,0,0,0
21,MALA74BC0FM072944,1,2015,139250,3,1,0,0,1
22,MALA74BC0FM074144,2,2015,72453,2,0,0,0,0
23,MALA74BC0GM084044,1,2016,42769,1,0,0,0,0
24,MALA74BC0GM084108,2,2016,63511,4,0,0,0,0
25,MALA74BC0GM084593,4,2016,80200,5,1,0,0,0
26,MALA74BC0GM084724,1,2016,183338,5,1,0,0,1
27,MALA74BC0GM085856,10,2016,98978,27,10,1,0,0
28,MALA74BC0GM086487,2,2016,92711,0,0,0,0,0
29,MALA74BC0GM086523,1,2016,97838,3,0,0,0,0
30,MALA74BC0GM086974,2,2016,39414,14,4,0,0,0
31,MALA74BC0GM087817,4,2016,90426,0,0,0,0,0
32,MALA74BC0GM087820,4,2016,73617,4,0,0,0,0
33,MALA74BC0GM087896,1,2016,99986,1,0,0,0,0
34,MALA74BC0GM087963,1,2016,108351,0,0,0,0,0
35,MALA74BC0GM088031,1,2016,71481,1,0,0,0,0
36,MALA74BC0GM089339,1,2016,73605,1,0,0,0,0
37,MALA74BC0GM089342,7,2016,77441,9,0,2,0,0
38,MALA74BC0GM089728,1,2016,81131,1,0,0,0,0
39,MALA74BC0GM092418,1,2016,103228,0,0,0,0,0
40,MALA74BC0GM092502,12,2016,98434,43,22,6,0,1
41,MALA74BC0GM092743,10,2016,82719,33,15,3,0,1
42,MALA74BC0GM098185,1,2016,166000,3,0,0,0,0
43,MALA74BC0GM098249,1,2016,42178,4,0,0,0,0
44,MALA74BC0GM098316,5,2016,149326,6,0,0,0,0
45,MALA74BC0GM098378,1,2016,51373,2,0,0,0,0
46,MALA74BC0GM098526,1,2016,30042,1,0,0,0,0
47,MALA74BC0GM098669,3,2016,36924,7,0,0,0,0
48,MALA74BC0GM098672,1,2016,130409,0,0,0,0,0
49,MALA74BC0GM104034,4,2016,57798,13,5,0,0,0
50,MALA74BC0GM104132,4,2016,200704,5,0,0,0,0
51,MALA74BC0GM110755,5,2016,89130,4,0,1,0,0
52,MALA74BC0GM110853,1,2016,120246,0,0,0,0,0
53,MALA74BC0GM112067,6,2016,177203,13,0,0,0,0
54,MALA74BC0GM112179,1,2016,38065,0,0,0,0,0
55,MALA74BC0GM112182,3,2016,90500,3,0,0,0,0
56,MALA74BC0GM112330,1,2016,46941,1,0,0,0,0
57,MALA74BC0GM112358,1,2016,83736,0,0,0,0,0
58,MALA74BC0GM112361,1,2016,49644,1,0,0,0,0
59,MALA74BC0GM112439,9,2016,94530,10,0,0,0,0
60,MALA74BC0GM112490,1,2016,1126448,0,1,0,0,0
61,MALA74BC0GM112506,2,2016,91601,2,0,0,0,0
62,MALA74BC0GM112554,1,2016,109918,2,0,0,0,0
63,MALA74BC0GM112652,6,2016,65796,8,4,0,0,0
64,MALA74BC0GM112828,2,2016,86223,1,0,0,0,0
65,MALA74BC0GM112831,1,2016,107860,7,0,0,0,0
66,MALA74BC0GM112957,3,2016,84434,5,0,0,0,0
67,MALA74BC0GM113008,4,2016,94429,4,0,0,0,0
68,MALA74BC0GM113073,7,2016,89055,2,0,0,0,0
69,MALA74BC0GM114403,2,2016,9682,0,0,0,0,0
70,MALA74BC0GM114501,3,2016,47438,4,0,0,0,0
71,MALA74BC0GM115311,3,2016,44830,3,0,0,0,0
72,MALA74BC0GM121836,1,2016,1226196,0,0,0,0,0
73,MALA74BC0GM121917,1,2016,62025,1,0,0,0,0
74,MALA74BC0GM122033,7,2016,90797,8,0,1,0,0
75,MALA74BC0GM122081,1,2016,100155,1,0,0,0,0
76,MALA74BC0GM126986,1,2016,32561,1,0,0,0,0
77,MALA74BC0GM127006,1,2016,40000,2,0,0,0,0
78,MALA74BC0GM127071,1,2016,46170,1,0,0,0,0
79,MALA74BC0GM127152,1,2016,63829,2,0,0,0,0
80,MALA74BC0GM128530,1,2016,84507,0,0,0,0,0
81,MALA74BC0GM128737,3,2016,165865,8,0,0,0,0
82,MALA74BC0GM128804,6,2016,165285,4,0,0,0,0
83,MALA74BC0GM128866,3,2016,88001,10,1,2,0,1
84,MALA74BC0GM129094,1,2016,174224,2,0,0,0,0
85,MALA74BC0GM129144,1,2016,8071,0,0,0,0,0
86,MALA74BC0GM133517,5,2016,212433,19,3,3,0,3
87,MALA74BC0GM133520,2,2016,65591,0,0,0,0,0
88,MALA74BC0GM133582,1,2016,79242,1,0,0,0,0
89,MALA74BC0GM133839,2,2016,140140,2,0,0,0,0
90,MALA74BC0GM135347,2,2016,131470,2,0,0,0,0
91,MALA74BC0GM135350,2,2016,85537,7,3,0,0,0
92,MALA74BC0GM135378,2,2016,48729,7,3,0,0,1
93,MALA74BC0GM135400,3,2016,66612,0,0,0,0,0
94,MALA74BC0GM138653,4,2016,49930,13,5,0,0,1
95,MALA74BC0GM140838,3,2016,69114,4,0,0,0,0
96,MALA74BC0GM140841,6,2016,33978,19,0,0,0,0
97,MALA74BC0GM140919,3,2016,44947,12,4,0,0,2
98,MALA74BC0GM140922,3,2016,50573,3,0,0,0,0
99,MALA74BC0GM141312,6,2016,339321,25,8,1,0,5
100,MALA74BC0GM141374,1,2016,38704,2,0,0,0,0
101,MALA74BC0GM141388,2,2016,90758,3,0,0,0,0
102,MALA74BC0GM142430,3,2016,66211,3,0,0,0,0
103,MALA74BC0GM143397,6,2016,71922,4,0,0,0,0
104,MALA74BC0GM143500,3,2016,83431,12,0,0,0,0
105,MALA74BC0GM143657,2,2016,57476,2,0,0,0,0
106,MALA74BC0GM143660,2,2016,30816,5,0,0,0,0
107,MALA74BC0GM146901,6,2016,97554,17,6,0,0,4
108,MALA74BC0GM147126,6,2016,88437,2,0,0,0,0
109,MALA74BC0GM151970,2,2016,86094,4,0,0,0,0
110,MALA74BC0GM154285,4,2016,139865,3,0,0,0,0
111,MALA74BC0GM154299,1,2016,66499,1,0,0,0,0
112,MALA74BC0GM154304,1,2016,18383,0,0,0,0,0
113,MALA74BC0GM154352,3,2016,94692,4,0,0,0,0
114,MALA74BC0GM154366,1,2016,68872,1,0,0,0,0
115,MALA74BC0GM154576,2,2016,66023,4,0,0,0,0
116,MALA74BC0GM154609,6,2016,191555,4,0,0,0,0
117,MALA74BC0GM154755,6,2016,77182,7,0,1,0,0
118,MALA74BC0GM154805,2,2016,39069,2,0,0,0,0
119,MALA74BC0GM154836,7,2016,31774,6,0,0,0,0
120,MALA74BC0GM154853,3,2016,67390,1,0,0,0,0
121,MALA74BC0GM154867,2,2016,89886,2,0,0,0,0
122,MALA74BC0GM154870,4,2016,84699,7,0,0,0,0
123,MALA74BC0GM154884,1,2016,57938,1,0,0,0,0
124,MALA74BC0GM154898,1,2016,35931,0,0,0,0,0
125,MALA74BC0GM154934,8,2016,81509,11,0,0,0,0
126,MALA74BC0GM154948,2,2016,37072,0,0,0,0,0
127,MALA74BC0GM156019,3,2016,87727,23,11,2,0,1
128,MALA74BC0GM156022,6,2016,44731,5,0,0,0,0
129,MALA74BC0HM161321,2,2017,114595,4,0,0,0,0
130,MALA74BC0HM161514,3,2017,92462,1,0,0,0,0
131,MALA74BC0HM161836,5,2017,96149,6,0,0,0,0
132,MALA74BC0HM161884,5,2017,99755,17,6,0,0,1
133,MALA74BC0HM161898,3,2017,90821,4,0,1,1,0
134,MALA74BC0HM161979,2,2017,90554,2,0,0,0,0
135,MALA74BC0HM162002,4,2017,47971,10,4,1,0,0
136,MALA74BC0HM162016,2,2017,38730,2,0,0,0,0
137,MALA74BC0HM162260,4,2017,42343,4,0,0,0,0
138,MALA74BC0HM162713,1,2017,40262,1,0,0,0,0
139,MALA74BC0HM162744,4,2017,80859,1,0,0,0,0
140,MALA74BC0HM162811,2,2017,33461,7,1,0,0,1
141,MALA74BC0HM162842,8,2017,56337,8,0,0,0,0
142,MALA74BC0HM162873,5,2017,77238,3,0,0,0,0
143,MALA74BC0HM164865,3,2017,1807208,3,0,0,0,0
144,MALA74BC0HM164915,4,2017,80457,3,0,0,0,0
145,MALA74BC0HM164929,2,2017,99501,4,0,0,0,0
146,MALA74BC0HM165000,7,2017,63564,5,0,0,0,0
147,MALA74BC0HM165031,5,2017,60538,18,6,0,0,1
148,MALA74BC0HM165515,2,2017,70657,4,0,0,0,0
149,MALA74BC0HM165577,1,2017,71421,1,0,0,0,0
150,MALA74BC0HM165840,3,2017,41548,3,0,0,0,0
151,MALA74BC0HM169113,1,2017,101727,1,0,0,0,0
152,MALA74BC0HM169368,2,2017,45721,10,5,0,0,1
153,MALA74BC0HM169371,2,2017,89011,8,0,0,0,0
154,MALA74BC0HM169452,4,2017,96830,2,0,0,0,0
155,MALA74BC0HM169600,6,2017,60074,4,0,0,0,0
156,MALA74BC0HM171833,1,2017,64706,0,0,0,0,0
157,MALA74BC0HM171928,3,2017,9771,4,1,0,0,0
158,MALA74BC0HM171945,1,2017,30190,1,0,0,0,0
159,MALA74BC0HM171976,3,2017,58608,4,0,0,0,0
160,MALA74BC0HM172027,1,2017,48489,3,0,0,0,0
161,MALA74BC0HM172058,2,2017,26462,11,6,3,0,0
162,MALA74BC0HM172173,5,2017,98844,4,0,0,0,0
163,MALA74BC0HM172206,1,2017,82416,1,0,0,0,0
164,MALA74BC0HM172271,3,2017,61458,4,0,0,0,0
165,MALA74BC0HM172349,2,2017,60089,2,0,0,0,0
166,MALA74BC0HM176563,4,2017,40252,9,5,5,0,0
167,MALA74BC0HM176594,1,2017,75406,2,0,0,0,0
168,MALA74BC0HM176661,2,2017,24730,1,0,0,0,0
169,MALA74BC0HM176904,4,2017,70139,4,0,0,0,0
170,MALA74BC0HM177003,1,2017,15723,1,0,0,0,0
171,MALA74BC0HM181360,1,2017,123161,0,0,0,0,0
172,MALA74BC0HM181455,1,2017,55984,0,0,0,0,0
173,MALA74BC0HM181519,4,2017,65302,1,0,0,0,0
174,MALA74BC0HM181553,9,2017,47904,11,0,5,0,1
175,MALA74BC0HM181889,2,2017,71239,10,5,0,0,0
176,MALA74BC0HM181892,1,2017,24913,1,0,0,0,0
177,MALA74BC0HM182847,4,2017,73183,5,0,0,0,0
178,MALA74BC0HM182900,2,2017,99945,1,0,0,0,0
179,MALA74BC0HM182959,2,2017,87672,3,0,0,0,0
180,MALA74BC0HM182962,6,2017,99163,6,0,0,0,0
181,MALA74BC0HM183030,9,2017,96703,11,2,2,0,0
182,MALA74BC0HM183058,3,2017,50244,4,0,0,0,0
183,MALA74BC0HM183089,5,2017,8753,7,2,0,0,0
184,MALA74BC0HM183108,2,2017,89983,2,0,0,0,0
185,MALA74BC0HM183366,3,2017,8535,8,0,0,0,0
186,MALA74BC0HM186140,4,2017,69182,2,0,0,0,0
187,MALA74BC0HM186400,1,2017,50537,1,0,0,0,0
188,MALA74BC0HM189054,4,2017,89917,4,0,0,0,0
189,MALA74BC0HM189068,1,2017,27160,0,0,0,0,0
190,MALA74BC0HM189099,5,2017,90524,3,0,0,0,0
191,MALA74BC0HM189135,1,2017,60026,0,0,0,0,0
192,MALA74BC0HM189216,2,2017,60158,4,0,0,0,0
193,MALA74BC0HM189233,3,2017,402141,13,3,0,0,1
194,MALA74BC0HM189247,4,2017,94546,4,0,0,0,0
195,MALA74BC0HM194223,3,2017,99252,6,0,0,0,0
196,MALA74BC0HM194397,4,2017,35868,4,0,0,0,0
197,MALA74BC0HM194464,5,2017,98556,4,0,1,0,1
198,MALA74BC0HM194609,9,2017,92839,13,0,0,0,0
199,MALA74BC0HM194612,1,2017,13580,0,0,0,0,0
200,MALA74BC0HM197011,8,2017,98795,6,0,0,0,0
201,MALA74BC0HM197347,4,2017,97967,2,0,0,0,0
202,MALA74BC0HM197350,2,2017,59480,2,0,0,0,0
203,MALA74BC0HM197395,2,2017,81242,2,0,0,0,0
204,MALA74BC0HM197414,1,2017,50695,1,0,0,0,0
205,MALA74BC0HM200554,14,2017,93118,7,0,3,0,0
206,MALA74BC0HM200571,1,2017,36902,1,0,0,0,0
207,MALA74BC0HM200599,2,2017,63042,3,0,0,0,0
208,MALA74BC0HM200604,1,2017,104799,4,1,0,0,1
209,MALA74BC0HM201770,4,2017,92182,4,0,0,0,0
210,MALA74BC0HM201932,4,2017,61054,8,0,0,0,0
211,MALA74BC0HM202062,3,2017,204937,2,0,0,0,0
212,MALA74BC0HM204426,3,2017,612247,3,0,0,0,0
213,MALA74BC0HM204555,4,2017,71395,3,0,0,0,0
214,MALA74BC0HM204569,4,2017,86590,5,0,0,0,0
215,MALA74BC0HM204717,4,2017,84846,0,0,0,0,0
216,MALA74BC0HM204734,7,2017,79836,24,11,0,0,0
217,MALA74BC0HM207844,2,2017,71210,2,0,0,0,0
218,MALA74BC0HM208007,2,2017,120780,7,2,0,0,2
219,MALA74BC0HM208136,5,2017,98019,10,2,0,0,2
220,MALA74BC0HM208279,2,2017,58137,2,0,0,0,0
221,MALA74BC0HM210503,2,2017,45314,6,1,0,0,1
222,MALA74BC0HM210520,2,2017,43899,4,0,0,0,0
223,MALA74BC0HM210548,1,2017,10709,1,0,0,0,0
224,MALA74BC0HM210551,1,2017,19765,1,0,0,0,0
225,MALA74BC0HM210646,2,2017,19633,2,0,0,0,0
226,MALA74BC0HM210744,1,2017,41359,0,0,0,0,0
227,MALA74BC0HM210789,2,2017,81145,3,0,0,0,0
228,MALA74BC0HM210792,2,2017,81478,2,0,0,0,0
229,MALA74BC0HM210923,3,2017,46309,4,0,0,0,0
230,MALA74BC0HM213921,1,2017,89482,2,0,0,0,0
231,MALA74BC0HM214034,1,2017,99467,1,0,0,0,0
232,MALA74BC0HM214146,4,2017,39391,2,0,0,0,0
233,MALA74BC0HM214213,2,2017,49474,2,0,0,0,0
234,MALA74BC0HM214227,1,2017,52955,2,0,0,0,0
235,MALA74BC0HM214244,2,2017,130287,3,0,0,0,0
236,MALA74BC0HM214437,4,2017,86896,4,0,0,0,0
237,MALA74BC0HM214440,4,2017,81467,3,0,0,0,0
238,MALA74BC0HM215216,8,2017,75097,6,0,0,0,0
239,MALA74BC0HM219802,1,2017,24304,1,0,0,0,0
240,MALA74BC0HM219850,2,2017,113512,0,0,0,0,0
241,MALA74BC0HM220951,3,2017,80290,2,0,0,0,0
242,MALA74BC0HM221002,3,2017,40836,4,0,0,0,0
243,MALA74BC0HM221078,1,2017,27238,1,0,0,0,0
244,MALA74BC0HM221288,3,2017,80088,3,0,0,0,0
245,MALA74BC0HM221324,1,2017,49887,2,0,0,0,0
246,MALA74BC0HM226913,3,2017,52804,4,0,0,0,0
247,MALA74BC0HM229276,4,2017,32170,2,0,0,0,0
248,MALA74BC0HM229357,2,2017,64902,0,0,0,0,0
249,MALA74BC0HM229374,1,2017,89799,0,0,0,0,0
250,MALA74BC0HM229388,2,2017,79206,0,0,0,0,0
251,MALA74BC0HM229391,1,2017,20836,0,0,0,0,0
252,MALA74BC0HM229469,5,2017,6357,5,0,0,0,0
253,MALA74BC0HM229634,4,2017,54134,8,0,0,0,0
254,MALA74BC0HM229715,11,2017,90259,34,13,0,0,0
255,MALA74BC0HM234297,1,2017,7810,1,0,0,0,0
256,MALA74BC0HM234493,1,2017,54703,1,0,0,0,0
257,MALA74BC0HM234610,2,2017,71420,3,1,0,0,0
258,MALA74BC0HM234669,1,2017,17537,0,0,0,0,0
259,MALA74BC0HM234851,9,2017,43081,35,13,2,0,3
260,MALA74BC0HM235031,6,2017,94482,7,0,0,0,0
261,MALA74BC0HM235157,2,2017,62783,3,0,0,0,0
262,MALA74BC0HM235160,4,2017,7858,5,0,0,0,0
263,MALA74BC0HM239578,1,2017,147018,0,0,0,0,0
264,MALA74BC0HM239595,3,2017,84056,0,0,0,0,0
265,MALA74BC0HM239967,3,2017,52094,4,0,0,0,0
266,MALA74BC0HM240066,8,2017,75514,24,14,3,0,1
267,MALA74BC0HM242139,2,2017,87394,3,0,0,0,0
268,MALA74BC0HM242142,1,2017,107466,0,1,0,0,0
269,MALA74BC0HM242173,5,2017,68540,2,0,0,0,0
270,MALA74BC0HM244814,8,2017,83913,22,8,1,0,0
271,MALA74BC0HM244876,11,2017,95202,41,21,4,0,1
272,MALA74BC0HM244912,1,2017,64685,1,0,0,0,0
273,MALA74BC0HM245056,1,2017,50714,2,0,0,0,0
274,MALA74BC0HM245073,4,2017,98823,10,3,0,0,3
275,MALA74BC0HM245087,3,2017,6642,4,0,0,0,0
276,MALA74BC0HM245106,2,2017,31581,2,1,0,0,0
277,MALA74BC0HM245123,2,2017,70298,2,0,0,0,0
278,MALA74BC0HM245154,5,2017,78304,6,0,0,0,0
279,MALA74BC0HM245168,3,2017,51797,0,0,0,0,0
280,MALA74BC0HM245283,4,2017,41413,10,4,0,0,2
281,MALA74BC0HM245302,3,2017,41059,2,0,0,0,0
282,MALA74BC0HM245316,5,2017,89528,7,4,0,2,0
283,MALA74BC0HM245333,3,2017,90548,0,0,0,0,0
284,MALA74BC0HM245428,5,2017,58643,5,0,0,0,0
285,MALA74BC0JM249310,4,2018,41119,18,8,0,0,0
286,MALA74BC0JM249324,1,2018,9953,1,0,0,0,0
287,MALA74BC0JM249775,2,2018,29711,2,0,0,0,0
288,MALA74BC0JM249792,7,2018,69364,8,0,0,0,0
289,MALA74BC0JM250151,8,2018,24490,7,0,0,0,0
290,MALA74BC0JM250165,7,2018,90097,17,0,0,0,0
291,MALA74BC0JM252756,5,2018,48608,3,0,0,0,0
292,MALA74BC0JM252773,3,2018,53651,3,0,0,0,0
293,MALA74BC0JM252823,5,2018,75707,10,0,2,0,0
294,MALA74BC0JM255169,8,2018,89162,8,1,0,0,0
295,MALA74BC0JM255172,1,2018,3629,1,0,0,0,0
296,MALA74BC0JM255186,6,2018,93638,6,0,0,0,0
297,MALA74BC0JM255270,1,2018,42975,1,0,0,0,0
298,MALA74BC0JM255320,15,2018,96360,55,23,8,0,1
299,MALA74BC0JM255396,6,2018,64689,6,0,2,0,0
300,MALA74BC0JM255401,7,2018,96251,2,0,0,0,0
301,MALA74BC0JM255592,1,2018,20450,1,0,0,0,0
302,MALA74BC0JM258010,4,2018,23344,4,0,0,0,0
303,MALA74BC0JM258024,1,2018,70445,1,0,0,0,0
304,MALA74BC0JM258055,2,2018,91403,0,0,0,0,0
305,MALA74BC0JM258105,1,2018,30354,1,0,0,0,0
306,MALA74BC0JM259321,4,2018,84694,3,0,1,0,0
307,MALA74BC0JM260999,7,2018,80787,7,0,0,1,0
308,MALA74BC0JM261036,10,2018,97200,41,17,2,0,5
309,MALA74BC0JM261084,6,2018,6450,6,0,0,0,0
310,MALA74BC0JM261103,4,2018,9447,3,0,0,0,0
311,MALA74BC0JM261277,4,2018,96423,5,0,0,0,0
312,MALA74BC0JM261280,1,2018,11786,1,0,0,0,0
313,MALA74BC0JM265779,2,2018,30866,3,0,0,0,0
314,MALA74BC0JM266043,1,2018,15361,2,0,0,0,0
315,MALA74BC0JM271047,4,2018,73766,2,0,0,0,0
316,MALA74BC0JM271064,4,2018,91509,5,0,1,0,0
317,MALA74BC0JM271078,1,2018,144359,0,0,0,0,0
318,MALA74BC0JM272599,7,2018,99529,5,0,0,0,0
319,MALA74BC0JM272604,1,2018,8824,0,0,0,0,0
320,MALA74BC0JM274952,3,2018,81283,2,0,0,0,0
321,MALA74BC0JM274983,11,2018,99770,12,3,0,0,0
322,MALA74BC0JM275759,1,2018,7896,1,0,0,0,0
323,MALA74BC0JM275762,1,2018,32111,0,0,0,0,0
324,MALA74BC0JM281142,12,2018,6051,20,0,2,0,0
325,MALA74BC0JM281206,5,2018,74502,5,0,0,0,0
326,MALA74BC0JM281626,6,2018,80330,7,0,0,0,0
327,MALA74BC0JM281903,7,2018,98674,28,12,0,0,2
328,MALA74BC0JM281948,7,2018,42892,8,0,0,0,0
329,MALA74BC0JM282310,2,2018,32639,6,2,0,0,2
330,MALA74BC0JM282341,7,2018,80234,7,0,0,0,0
331,MALA74BC0JM282582,1,2018,1,1,0,0,0,0
332,MALA74BC0JM282775,5,2018,61264,4,0,0,0,0
333,MALA74BC0JM287524,1,2018,34921,0,0,0,0,0
334,MALA74BC0JM287572,9,2018,95509,7,1,3,0,0
335,MALA74BC0JM287829,5,2018,8916,3,0,0,0,0
336,MALA74BC0JM287894,2,2018,20455,2,0,0,0,0
337,MALA74BC0JM288740,7,2018,76389,8,0,0,0,0
338,MALA74BC0JM288849,2,2018,20293,2,0,0,0,0
339,MALA74BC0JM288933,2,2018,71769,3,0,0,0,0
340,MALA74BC0JM289029,1,2018,5481,1,0,0,0,0
341,MALA74BC0JM289063,5,2018,52062,5,2,1,0,0
342,MALA74BC0JM289127,10,2018,56987,23,8,1,0,0
343,MALA74BC0JM289130,1,2018,91246,3,0,0,0,0
344,MALA74BC0JM289239,6,2018,83026,6,0,0,0,0
345,MALA74BC0JM289242,5,2018,69461,4,0,0,0,0
346,MALA74BC0JM289452,2,2018,80178,10,0,0,0,0
347,MALA74BC0JM289483,2,2018,70124,2,0,0,0,0
348,MALA74BC0JM292495,6,2018,4943,6,0,0,0,0
349,MALA74BC0JM292559,5,2018,90834,7,0,0,0,0
350,MALA74BC0JM292562,8,2018,39366,6,0,1,0,0
351,MALA74BC0JM293162,10,2018,74989,40,18,0,0,2
352,MALA74BC0JM293615,7,2018,69575,8,0,1,0,0
353,MALA74BC0JM296093,1,2018,72122,4,0,1,0,0
354,MALA74BC0JM296112,2,2018,16634,7,4,0,0,0
355,MALA74BC0JM296224,3,2018,80298,10,2,0,0,2
356,MALA74BC0JM296238,1,2018,29096,0,0,0,0,0
357,MALA74BC0JM296255,2,2018,54415,0,0,0,0,0
358,MALA74BC0JM296319,1,2018,67567,0,0,0,0,0
359,MALA74BC0JM296322,3,2018,9299,11,0,0,0,0
360,MALA74BC0JM296353,1,2018,10354,0,0,0,0,0
361,MALA74BC0JM296370,1,2018,47190,0,0,0,0,0
362,MALA74BC0JM296420,4,2018,38586,5,0,0,0,0
363,MALA74BC0JM296479,4,2018,80118,4,0,0,0,0
364,MALA74BC0JM298149,4,2018,43209,10,4,0,0,0
365,MALA74BC0JM298152,5,2018,58776,4,0,0,0,0
366,MALA74BC0JM298166,1,2018,8065,2,0,0,0,0
367,MALA74BC0JM298278,2,2018,90284,2,0,0,0,0
368,MALA74BC0JM298281,5,2018,611256,7,0,0,0,0
369,MALA74BC0JM298460,2,2018,22565,2,0,0,0,0
370,MALA74BC0JM298474,1,2018,34345,0,0,0,0,0
371,MALA74BC0JM298507,2,2018,29901,0,0,0,0,0
372,MALA74BC0JM298510,1,2018,203301,2,0,0,0,0
373,MALA74BC0JM298555,9,2018,89773,7,0,1,0,0
374,MALA74BC0JM298586,2,2018,83752,2,0,0,0,0
375,MALA74BC0JM298605,9,2018,94224,10,0,0,0,0
376,MALA74BC0JM298619,4,2018,60620,2,0,0,0,0
377,MALA74BC0JM298698,2,2018,38001,1,0,0,0,0
378,MALA74BC0JM298734,1,2018,54452,1,0,0,0,0
379,MALA74BC0JM298748,2,2018,75742,3,0,0,0,0
380,MALA74BC0JM298765,4,2018,95407,5,0,0,0,0
381,MALA74BC0JM298779,6,2018,85388,1,0,0,0,0
382,MALA74BC0JM298796,1,2018,90720,5,0,0,0,0
383,MALA74BC0JM298801,5,2018,40855,0,0,0,0,0
384,MALA74BC0JM298815,2,2018,9927,0,0,0,0,0
385,MALA74BC0JM298829,2,2018,8933,3,0,0,0,0
386,MALA74BC0JM298846,8,2018,93007,8,1,0,0,0
387,MALA74BC0JM299009,1,2018,32030,2,0,0,0,0
388,MALA74BC0JM299026,3,2018,60362,4,0,2,0,0
389,MALA74BC0JM299124,3,2018,42275,3,0,0,0,0
390,MALA74BC0JM300403,5,2018,49778,6,0,0,0,0
391,MALA74BC0JM300434,1,2018,16496,0,0,0,0,0
392,MALA74BC0JM300451,5,2018,9345,5,0,0,0,0
393,MALA74BC0JM300479,6,2018,50627,6,0,0,0,0
394,MALA74BC0JM300482,1,2018,56155,4,1,0,0,0
395,MALA74BC0JM300658,6,2018,72178,5,0,0,0,0
396,MALA74BC0JM300675,4,2018,52587,5,0,2,0,0
397,MALA74BC0JM300689,5,2018,31305,16,7,0,0,1
398,MALA74BC0JM300692,4,2018,8508,4,0,0,0,0
399,MALA74BC0JM303267,1,2018,4601,0,0,0,0,0
400,MALA74BC0JM303270,2,2018,18317,1,0,0,0,0
401,MALA74BC0JM303530,13,2018,65912,32,14,0,0,0
402,MALA74BC0JM303544,12,2018,76173,43,18,0,0,2
403,MALA74BC0JM303592,7,2018,91776,7,0,0,0,0
404,MALA74BC0JM303608,3,2018,33365,4,0,0,0,0
405,MALA74BC0JM303625,7,2018,7751,8,0,0,0,0
406,MALA74BC0JM305066,2,2018,965,5,0,0,0,0
407,MALA74BC0JM310557,3,2018,9470,2,0,0,0,0
408,MALA74BC0JM310560,3,2018,64221,5,0,0,0,0
409,MALA74BC0JM310834,1,2018,14984,2,0,0,0,0
410,MALA74BC0JM310865,4,2018,8755,8,5,1,0,0
411,MALA74BC0JM310879,9,2018,9486,26,12,0,0,0
412,MALA74BC0JM311031,5,2018,5916,6,0,0,0,0
413,MALA74BC0JM311174,10,2018,55052,31,19,5,0,0
414,MALA74BC0JM311191,5,2018,94673,4,0,0,0,0
415,MALA74BC0JM311384,1,2018,17855,1,0,0,0,0
416,MALA74BC0JM311451,5,2018,69698,5,0,0,0,0
417,MALA74BC0JM312194,2,2018,25128,0,0,0,0,0
418,MALA74BC0JM312213,5,2018,72986,10,0,0,0,0
419,MALA74BC0JM313586,3,2018,40723,0,0,0,0,0
420,MALA74BC0JM314088,13,2018,67089,40,15,1,0,1
421,MALA74BC0JM314091,1,2018,59773,0,0,0,0,0
422,MALA74BC0JM314141,1,2018,19081,0,0,0,0,0
423,MALA74BC0JM319162,2,2018,70000,0,0,0,0,0
424,MALA74BC0JM319193,4,2018,20752,6,0,0,0,0
425,MALA74BC0JM319209,1,2018,119912,1,0,0,0,0
426,MALA74BC0JM319212,7,2018,9812,36,15,0,0,2
427,MALA74BC0JM319873,1,2018,6889,1,0,0,0,0
428,MALA74BC0JM320229,3,2018,24905,3,0,0,0,0
429,MALA74BC0JM320232,1,2018,65112,3,0,0,0,0
430,MALA74BC0JM320246,2,2018,5682,3,0,0,0,0
431,MALA74BC0KM319454,5,2019,81005,0,0,0,0,0
432,MALA74BC0KM319485,1,2019,100450,0,0,0,0,0
433,MALA74BC0KM319812,5,2019,22106,4,0,0,0,0
434,MALA74BC0KM319826,2,2019,28777,2,0,0,0,0
